KMeans,Hierarchical,DBSCAN,GMM,IsolationForest,LOF,OneClassSVM,sample_time_continuous_caster,count
1,0,-1,2,1,-1,1,12:37:32,1
1,0,-1,2,1,-1,1,14:52:02,1
1,0,-1,2,1,-1,1,23:36:32,1
1,0,-1,2,1,1,-1,12:07:47,5
1,0,-1,2,1,1,-1,9:11:34,3
1,0,-1,2,1,1,-1,7:52:08,2
1,0,-1,2,1,1,-1,8:16:20,1
1,0,-1,2,1,1,1,1:56:58,6
1,0,-1,2,1,1,1,0:03:50,4
1,0,-1,2,1,1,1,19:59:28,4
1,0,-1,2,1,1,1,21:54:21,4
1,0,-1,2,1,1,1,9:23:00,4
1,0,-1,2,1,1,1,7:24:39,3
1,0,-1,2,1,1,1,17:00:07,3
1,0,-1,2,1,1,1,1:16:46,3
1,0,-1,2,1,1,1,8:16:20,3
1,0,-1,2,1,1,1,6:33:06,2
1,0,-1,2,1,1,1,2:04:02,1
1,0,-1,2,1,1,1,12:07:47,1
1,0,-1,2,1,1,1,14:14:01,1
1,0,-1,2,1,1,1,19:29:19,1
1,0,-1,2,1,1,1,20:02:03,1
1,0,-1,2,1,1,1,5:18:56,1
1,0,2,1,1,1,1,0:57:46,9
1,0,3,1,1,1,-1,1:40:44,1
1,0,3,1,1,1,1,1:40:44,8
1,0,4,1,1,1,1,0:25:22,9
1,0,5,1,1,1,1,23:39:20,9
1,0,5,1,1,1,1,20:54:03,9
1,0,6,1,1,1,1,10:03:37,6
1,0,7,1,1,1,1,10:41:25,6
1,0,7,1,1,1,1,9:22:37,6
1,0,8,1,1,1,1,21:07:45,7
1,0,8,1,1,1,1,8:36:37,6
1,0,8,1,1,1,1,7:53:56,6
1,0,8,1,1,1,1,4:59:24,6
1,0,8,1,1,1,1,3:27:37,6
1,0,9,1,1,1,1,4:04:58,7
1,0,9,1,1,1,1,1:32:31,7
1,0,9,1,1,1,1,2:23:25,7
1,0,9,1,1,1,1,3:11:42,7
1,0,9,1,1,1,1,0:50:31,7
1,0,9,1,1,1,1,1:26:54,7
1,0,9,1,1,1,1,0:36:57,7
1,0,9,1,1,1,1,0:09:06,6
1,0,9,1,1,1,1,22:39:27,6
1,0,9,1,1,1,1,21:54:23,6
1,0,9,1,1,1,1,21:10:03,6
1,0,9,1,1,1,1,20:25:50,6
1,0,9,1,1,1,1,19:50:34,6
1,0,9,1,1,1,1,22:29:34,6
1,0,9,1,1,1,1,23:15:29,6
1,0,9,1,1,1,1,23:57:46,6
1,0,10,1,1,1,1,4:11:30,6
1,0,11,1,1,1,1,11:25:34,6
1,0,11,1,1,1,1,12:57:37,6
1,0,11,1,1,1,1,16:59:13,6
1,0,11,1,1,1,1,16:22:52,6
1,0,11,1,1,1,1,15:43:40,6
1,0,11,1,1,1,1,14:58:00,6
1,0,11,1,1,1,1,14:17:27,6
1,0,11,1,1,1,1,17:44:34,6
1,0,12,1,1,1,1,7:15:12,6
1,0,13,1,1,1,-1,6:34:04,6
1,0,14,1,1,1,-1,5:42:11,2
1,0,14,1,1,1,1,5:42:11,4
1,0,15,1,1,1,1,12:11:37,6
1,0,16,1,1,1,1,13:37:08,6
1,0,17,1,1,1,1,18:24:45,6
1,0,18,2,1,-1,-1,23:50:56,6
1,0,19,1,1,-1,1,18:59:02,6
1,0,20,1,1,1,1,7:06:02,5
1,0,21,1,1,-1,1,3:29:21,4
1,0,21,1,1,-1,1,9:17:15,2
1,0,21,1,1,-1,1,14:01:19,2
1,0,21,1,1,-1,1,1:11:09,1
1,0,21,1,1,1,1,5:48:57,16
1,0,21,1,1,1,1,7:20:54,13
1,0,21,1,1,1,1,23:30:05,12
1,0,21,1,1,1,1,22:55:26,12
1,0,21,1,1,1,1,22:12:22,12
1,0,21,1,1,1,1,21:30:28,12
1,0,21,1,1,1,1,20:51:13,12
1,0,21,1,1,1,1,20:10:31,12
1,0,21,1,1,1,1,19:46:27,12
1,0,21,1,1,1,1,18:54:54,12
1,0,21,1,1,1,1,18:18:02,12
1,0,21,1,1,1,1,17:38:13,12
1,0,21,1,1,1,1,0:14:19,12
1,0,21,1,1,1,1,5:10:31,12
1,0,21,1,1,1,1,3:49:32,12
1,0,21,1,1,1,1,1:46:23,12
1,0,21,1,1,1,1,0:18:15,12
1,0,21,1,1,1,1,1:01:05,12
1,0,21,1,1,1,1,5:50:22,12
1,0,21,1,1,1,1,7:08:16,12
1,0,21,1,1,1,1,7:46:56,12
1,0,21,1,1,1,1,9:16:52,12
1,0,21,1,1,1,1,9:52:29,12
1,0,21,1,1,1,1,16:13:19,12
1,0,21,1,1,1,1,14:30:34,12
1,0,21,1,1,1,1,13:42:28,12
1,0,21,1,1,1,1,11:41:28,12
1,0,21,1,1,1,1,11:05:12,12
1,0,21,1,1,1,1,10:29:41,12
1,0,21,1,1,1,1,14:56:26,12
1,0,21,1,1,1,1,6:32:31,10
1,0,21,1,1,1,1,8:10:38,10
1,0,21,1,1,1,1,5:51:33,10
1,0,21,1,1,1,1,7:18:23,10
1,0,21,1,1,1,1,4:58:33,10
1,0,21,1,1,1,1,0:40:03,10
1,0,21,1,1,1,1,2:45:06,10
1,0,21,1,1,1,1,2:01:57,10
1,0,21,1,1,1,1,1:21:13,10
1,0,21,1,1,1,1,8:56:05,10
1,0,21,1,1,1,1,4:18:10,10
1,0,21,1,1,1,1,21:41:09,10
1,0,21,1,1,1,1,18:17:27,10
1,0,21,1,1,1,1,18:47:38,10
1,0,21,1,1,1,1,19:37:54,10
1,0,21,1,1,1,1,20:17:03,10
1,0,21,1,1,1,1,20:58:54,10
1,0,21,1,1,1,1,22:27:49,10
1,0,21,1,1,1,1,23:06:25,10
1,0,21,1,1,1,1,10:24:10,10
1,0,21,1,1,1,1,13:53:20,10
1,0,21,1,1,1,1,14:28:19,10
1,0,21,1,1,1,1,15:16:20,10
1,0,21,1,1,1,1,16:04:45,10
1,0,21,1,1,1,1,16:47:01,10
1,0,21,1,1,1,1,17:29:46,10
1,0,21,1,1,1,1,2:52:51,10
1,0,21,1,1,1,1,2:18:15,10
1,0,21,1,1,1,1,1:25:00,10
1,0,21,1,1,1,1,0:40:27,10
1,0,21,1,1,1,1,3:34:23,10
1,0,21,1,1,1,1,5:00:12,10
1,0,21,1,1,1,1,11:41:50,10
1,0,21,1,1,1,1,12:24:25,10
1,0,21,1,1,1,1,13:09:53,10
1,0,21,1,1,1,1,13:50:34,10
1,0,21,1,1,1,1,15:15:08,10
1,0,21,1,1,1,1,17:14:22,10
1,0,21,1,1,1,1,17:57:03,10
1,0,21,1,1,1,1,18:39:25,10
1,0,21,1,1,1,1,19:19:14,10
1,0,21,1,1,1,1,6:30:53,10
1,0,21,1,1,1,1,5:45:22,10
1,0,21,1,1,1,1,4:25:13,10
1,0,21,1,1,1,1,15:57:02,10
1,0,21,1,1,1,1,23:07:42,10
1,0,21,1,1,1,1,4:29:42,10
1,0,21,1,1,1,1,1:01:45,10
1,0,21,1,1,1,1,22:25:24,10
1,0,21,1,1,1,1,21:50:39,10
1,0,21,1,1,1,1,21:10:36,10
1,0,21,1,1,1,1,19:34:45,10
1,0,21,1,1,1,1,19:17:22,10
1,0,21,1,1,1,1,9:41:04,10
1,0,21,1,1,1,1,1:50:55,10
1,0,21,1,1,1,1,8:25:56,10
1,0,21,1,1,1,1,7:47:32,10
