anomaly_label,anomaly_score,is_anomaly,RUL,RUL_class
1,0.006727364413019243,0,6695.0,Healthy
1,0.04165137118928319,0,6472.0,Healthy
1,0.05953546882715466,0,6445.0,Healthy
1,0.09155601008487996,0,6417.0,Healthy
1,0.007933268329066212,0,11994.0,Healthy
-1,-0.030750295437226627,1,11964.0,Healthy
1,0.04131657013130474,0,11936.0,Healthy
1,0.018978162912400287,0,11911.0,Healthy
1,0.027528963893239444,0,11884.0,Healthy
1,0.029691044676808886,0,11857.0,Healthy
1,0.03904627424586904,0,11829.0,Healthy
1,0.007050853940637758,0,12021.0,Healthy
1,0.041199778225468664,0,11801.0,Healthy
1,0.091787401903619,0,11746.0,Healthy
1,0.10313738103409775,0,11718.0,Healthy
1,0.11631215037305587,0,11694.0,Healthy
1,0.08899007702528827,0,11666.0,Healthy
1,0.07241777447927011,0,11638.0,Healthy
1,0.06668140823135343,0,11614.0,Healthy
1,0.048447190028877984,0,11586.0,Healthy
1,0.060500857881374326,0,11773.0,Healthy
1,0.07925592728209874,0,7300.0,Healthy
