,KMeans_Cluster,GMM_Cluster,DBSCAN_Cluster,Hierarchical_Cluster
9046,1,3,0,1
9047,1,3,0,1
9048,1,3,0,1
9049,1,3,4,0
9050,3,3,4,0
9051,1,3,0,1
9052,3,3,4,0
9053,3,3,4,0
9054,1,3,0,1
9055,3,3,13,0
9056,3,3,0,1
9057,3,3,13,0
9058,3,3,13,0
9059,3,3,13,0
9060,3,3,13,0
9061,3,3,0,1
9062,3,3,13,0
9063,1,3,0,1
9064,1,3,4,0
9065,1,3,0,1
9066,1,1,0,1
9067,1,3,0,1
9068,1,3,0,1
9069,1,3,0,1
9070,1,3,0,1
9071,1,3,0,1
9072,1,3,0,1
9073,1,1,0,1
9074,1,1,0,1
9075,1,3,0,1
9076,1,3,0,1
9077,1,3,0,1
9078,1,3,0,1
9079,1,3,0,1
9080,1,3,0,1
9081,1,3,0,1
9082,1,3,0,1
9083,1,1,0,1
9084,1,3,0,1
9085,1,3,0,1
9086,1,3,13,0
9087,3,3,13,0
9088,3,3,0,1
9089,3,3,13,0
9090,3,3,0,1
9091,3,3,13,0
9092,3,3,13,0
9093,3,3,0,1
9094,1,3,0,1
9095,3,3,13,0
9096,3,3,4,0
9097,3,3,4,0
9098,1,3,4,0
9099,1,3,0,1
9100,1,3,0,1
9101,1,3,0,1
9102,1,3,0,1
9103,1,3,0,1
9104,1,1,0,1
9105,1,1,0,1
9106,1,3,0,1
9107,1,3,0,1
9108,3,3,4,0
9109,1,3,0,1
9110,3,3,13,0
9111,1,3,0,1
9112,1,3,0,1
9113,3,3,0,1
9114,3,3,13,0
9115,3,3,0,1
9116,3,3,13,0
9117,1,3,13,0
9118,1,3,0,1
9119,1,3,0,1
9120,1,1,0,1
9121,1,3,0,1
9122,1,3,0,1
9123,1,3,0,1
9124,1,3,0,1
9125,1,3,0,1
9126,1,3,0,1
9127,1,3,0,1
9128,1,1,0,1
9129,1,3,0,1
9130,1,1,0,1
9131,3,3,4,0
9132,1,3,4,0
9133,1,3,0,1
9134,1,3,0,1
9135,1,3,0,1
9136,1,3,0,1
9137,1,3,0,1
9138,1,1,0,1
9139,1,1,0,1
9140,1,3,0,1
9141,1,3,0,1
9142,1,3,0,1
9143,1,3,0,1
9144,1,3,0,1
9145,1,3,0,1
9146,1,1,0,1
9147,3,3,4,0
9148,1,1,0,1
9149,1,3,0,1
9150,3,3,0,1
9151,3,3,13,0
9152,3,3,13,0
9153,3,3,0,1
9154,3,3,13,0
9155,3,3,4,0
9156,3,3,4,0
9157,3,3,4,0
9158,1,3,4,0
9159,1,3,0,1
9160,1,3,0,1
9161,1,3,0,1
9162,1,3,0,1
9163,1,3,0,1
9164,1,1,0,1
9165,3,3,13,0
9166,1,3,0,1
9167,3,3,0,1
9168,1,3,13,0
9169,1,3,0,1
9170,1,3,0,1
9171,1,3,0,1
9172,1,3,0,1
9173,1,1,0,1
9174,1,1,0,1
9175,1,3,0,1
9176,1,3,0,1
9177,1,3,0,1
9178,1,3,0,1
9179,1,3,0,1
9180,1,3,0,1
9181,1,1,0,1
9182,1,3,0,1
9183,1,3,0,1
9184,3,3,13,0
9185,3,3,4,0
9186,1,3,0,1
9187,3,3,0,1
9188,1,3,0,1
9189,1,3,0,1
9190,1,3,0,1
9191,1,3,4,0
9192,3,3,4,0
9193,3,3,4,0
9194,3,3,4,0
9195,1,1,0,1
9196,3,3,0,1
9197,3,3,13,0
9198,3,3,13,0
9199,1,1,0,1
9200,1,3,0,1
9201,3,3,13,0
9202,1,3,0,1
9203,1,3,0,1
9204,1,3,0,1
9205,1,3,0,1
9206,1,1,0,1
9207,1,1,0,1
9208,1,1,0,1
9209,1,3,0,1
9210,1,3,0,1
9211,1,3,0,1
9212,1,3,0,1
9213,1,3,0,1
9214,1,1,0,1
9215,1,3,0,1
9216,1,3,0,1
9217,1,3,0,1
9218,1,3,0,1
9219,1,3,0,1
9220,1,3,0,1
9221,1,1,0,1
9222,1,3,0,1
9223,1,3,0,1
9224,1,3,0,1
9225,3,3,4,0
9226,1,3,0,1
9227,1,3,0,1
9228,1,3,0,1
9229,1,1,0,1
9230,1,1,0,1
9231,1,3,0,1
9232,1,3,0,1
9233,1,3,4,0
9234,1,3,0,1
9235,1,3,0,1
9236,1,3,0,1
9237,1,1,0,1
9238,1,3,0,1
9239,1,3,0,1
9240,1,3,13,0
9241,3,3,13,0
9242,3,3,0,1
9243,3,3,13,0
9244,3,3,0,1
9245,3,3,13,0
9246,3,3,13,0
9247,1,3,0,1
9248,1,3,0,1
9249,1,3,0,1
9250,3,3,13,0
9251,3,3,4,0
9252,1,3,13,0
9253,3,3,4,0
9254,3,3,13,0
9255,3,3,0,1
9256,1,3,0,1
9257,3,3,13,0
9258,3,3,0,1
9259,3,3,0,1
9260,3,3,13,0
9261,3,3,13,0
9262,1,3,0,1
9263,1,3,0,1
9264,1,3,0,1
9265,1,3,0,1
9266,1,3,0,1
9267,1,3,0,1
9268,1,3,0,1
9269,1,3,0,1
9270,1,3,0,1
9271,1,3,0,1
9272,1,3,0,1
9273,3,3,0,1
9274,1,3,0,1
9275,3,1,0,1
9276,3,3,0,1
9277,3,3,0,1
9278,3,3,0,1
9279,3,3,0,0
9280,3,3,0,0
9281,3,3,0,0
9282,3,3,0,0
9283,3,3,0,1
9284,3,3,0,1
9285,3,3,0,1
9286,3,3,0,1
9287,3,3,0,1
9288,3,3,0,1
9289,3,3,0,1
9290,3,3,0,1
9291,3,3,0,0
9292,1,3,0,1
9293,1,3,0,1
9294,3,3,0,1
9295,3,3,0,1
9296,3,3,0,1
9297,3,3,0,1
9298,3,3,0,1
9299,3,3,0,1
9300,3,3,0,1
9301,3,3,0,1
9302,3,3,0,1
9303,3,3,0,1
9304,3,3,0,1
9305,1,3,0,1
9306,1,3,0,1
9307,1,3,0,1
9308,1,3,0,1
9309,1,3,0,1
9310,1,3,0,1
9311,1,3,0,1
9312,1,3,0,1
9313,1,3,0,1
9314,3,1,0,1
9315,1,3,0,1
9316,3,3,0,0
9317,3,3,0,0
9318,3,3,0,1
9319,3,3,0,1
9320,3,1,0,1
9321,1,3,0,1
9322,1,3,0,1
9323,1,3,0,1
9324,1,3,0,1
9325,1,3,0,1
9326,1,3,0,1
9327,3,3,0,0
9328,1,3,0,1
9329,1,3,0,1
9330,1,3,0,1
9331,1,3,0,1
9332,1,3,0,1
9333,3,3,0,1
9334,1,3,0,1
9335,1,3,0,1
9336,3,3,0,0
9337,3,3,0,0
9338,1,3,0,1
9339,1,3,0,1
9340,1,3,0,1
9341,3,3,0,1
9342,3,3,0,1
9343,3,3,0,1
9344,3,3,0,1
9345,3,3,0,1
9346,3,3,0,1
9347,3,1,0,1
9348,3,3,0,0
9349,1,3,0,1
9350,1,3,0,1
9351,3,3,0,1
9352,1,3,0,1
9353,1,3,0,1
9354,1,3,0,1
9355,1,3,0,1
9356,1,3,0,1
9357,1,3,0,1
9358,1,3,0,1
9359,1,3,0,1
9360,3,3,0,1
9361,1,3,0,1
9362,1,3,0,1
9363,1,3,0,1
9364,3,3,0,1
9365,3,3,0,1
9366,1,3,0,1
9367,1,3,0,1
9368,3,3,0,1
9369,3,3,0,1
9370,3,3,0,1
9371,3,3,0,1
9372,3,3,0,1
9373,3,3,0,1
9374,3,3,0,1
9375,3,3,0,1
9376,3,3,0,0
9377,3,3,0,0
9378,3,3,0,0
9379,3,3,0,0
9380,3,3,0,0
9381,3,3,0,0
9382,3,3,0,0
9383,3,3,0,0
9384,3,3,0,1
9385,3,3,0,1
9386,3,3,0,0
9387,1,3,0,1
9388,1,3,0,1
9389,3,3,0,1
9390,3,3,0,1
9391,3,3,0,1
9392,3,3,0,1
9393,3,3,0,1
9394,3,1,0,1
9395,1,3,0,1
9396,1,3,0,1
9397,1,3,0,1
9398,1,3,0,1
9399,1,3,0,1
9400,1,3,0,1
9401,1,3,0,1
9402,1,3,0,1
9403,1,3,0,1
9404,1,3,0,1
9405,1,3,0,1
9406,1,3,0,1
9407,3,3,0,1
9408,1,3,0,1
9409,1,3,0,1
9410,1,3,0,1
9411,1,3,0,1
9412,1,3,0,1
9413,1,3,0,1
9414,1,3,0,1
9415,1,3,0,1
9416,1,3,0,1
9417,3,3,0,1
9418,3,3,0,1
9419,3,3,0,1
9420,3,3,0,1
9421,3,3,0,0
9422,3,3,0,0
9423,3,3,0,0
9424,3,3,0,0
9425,3,3,0,0
9426,3,3,0,1
9427,3,3,0,1
9428,3,3,0,1
9429,3,3,0,1
9430,3,3,0,1
9431,3,3,0,1
9432,3,3,0,1
9433,3,3,0,1
9434,1,3,0,1
9435,3,3,0,1
9436,3,3,0,1
9437,3,1,0,1
9438,1,3,0,1
9439,1,3,0,1
9440,1,3,0,1
9441,1,3,0,1
9442,3,3,0,0
9443,3,3,0,0
9444,3,3,0,0
9445,3,3,0,0
9446,3,3,0,0
9447,3,3,0,1
9448,3,3,0,1
9449,3,3,0,1
9450,3,3,0,1
9451,3,3,0,1
9452,1,3,0,1
9453,3,3,0,1
9454,3,3,0,1
9455,1,3,0,1
9456,3,3,0,1
9457,3,3,0,1
9458,3,1,0,1
9459,1,3,0,1
9460,1,3,0,1
9461,1,3,0,1
9462,3,3,0,1
9463,1,3,0,1
9464,1,3,0,1
9465,1,3,0,1
9466,1,3,0,1
9467,1,3,0,1
9468,1,3,0,1
9469,1,3,0,1
9470,3,3,0,1
9471,1,3,0,1
9472,1,3,0,1
9473,1,3,0,1
9474,3,3,0,1
9475,3,3,0,1
9476,3,3,0,1
9477,3,3,0,1
9478,3,3,0,0
9479,3,3,0,0
9480,3,3,0,0
9481,3,3,0,0
9482,3,3,0,1
9483,3,3,0,1
9484,3,3,0,1
9485,3,3,0,0
9486,0,0,12,0
9487,0,0,12,0
9488,0,0,12,0
9489,0,0,12,0
9490,4,4,2,3
9491,0,0,12,0
9492,4,4,2,3
9493,4,4,11,3
9494,0,0,11,3
9495,0,0,12,0
9496,0,0,12,0
9497,4,4,2,3
9498,4,4,11,3
9501,0,0,12,0
9502,4,4,2,3
9503,0,0,12,0
9504,0,0,12,0
9505,0,0,12,0
9506,4,4,2,3
9507,4,4,11,3
9508,0,0,12,0
9509,4,4,2,3
9510,0,0,12,0
9511,4,4,2,3
9512,4,4,2,3
9513,4,4,11,3
9514,0,0,11,3
9515,0,0,12,0
9516,0,0,12,0
9517,4,4,2,3
9518,4,4,2,3
9519,4,4,11,3
9520,0,0,12,0
9521,0,0,12,0
9522,0,0,12,0
9523,4,4,2,3
9524,4,4,2,3
9525,4,4,2,3
9526,4,4,2,3
9527,4,4,11,3
9528,0,0,11,3
9529,0,0,12,0
9530,0,0,12,0
9531,4,4,2,3
9532,4,4,2,3
9533,0,0,12,0
9534,0,0,12,0
9535,4,4,2,3
9536,0,0,12,0
9538,0,0,12,0
9539,4,4,11,3
9540,4,4,2,3
9541,4,4,2,3
9542,0,0,12,0
9545,0,0,12,0
9546,0,0,12,0
9547,0,0,14,0
9548,0,0,14,0
9549,0,0,12,0
9550,0,0,12,0
9551,0,0,11,3
9552,4,4,11,3
9553,4,4,2,3
9554,4,4,2,3
9555,0,0,12,0
9556,0,0,12,0
9557,0,0,12,0
9558,0,0,12,0
9559,0,0,14,0
9560,0,0,14,0
9561,0,0,12,0
9562,0,0,12,0
9563,0,0,12,0
9564,0,0,14,0
9565,0,0,14,0
9566,0,0,12,0
9567,0,0,12,0
9568,4,4,2,3
9569,4,4,2,3
9570,4,4,11,3
9571,0,0,11,3
9572,0,0,12,0
9573,0,0,12,0
9574,4,4,2,3
9575,4,4,2,3
9576,4,4,11,3
9577,0,0,12,0
9579,4,4,2,3
9580,0,0,14,0
9581,0,0,12,0
9582,0,0,12,0
9583,0,0,14,0
9584,0,0,14,0
9585,0,0,12,0
9586,0,0,12,0
9587,4,4,2,3
9588,4,4,2,3
9589,4,4,11,3
9590,0,0,11,3
9591,0,0,12,0
9592,0,0,12,0
9593,4,4,2,3
9594,4,4,2,3
9595,4,4,11,3
9596,0,0,12,0
9597,0,0,12,0
9598,0,0,12,0
9599,0,0,12,0
9600,0,0,12,0
9601,0,0,14,0
9602,0,0,12,0
9603,0,0,12,0
9604,0,0,12,0
9605,0,0,12,0
9606,0,0,12,0
9607,0,0,14,0
9608,0,0,14,0
9609,0,0,12,0
9610,0,0,12,0
9611,4,4,2,3
9612,4,4,2,3
9613,4,4,11,3
9614,0,0,11,3
9615,0,0,14,0
9616,0,0,12,0
9617,4,4,2,3
9618,4,4,2,3
9619,4,4,11,3
9620,0,0,14,0
9621,0,0,12,0
9622,0,0,12,0
9623,0,0,12,0
9624,0,0,12,0
9625,4,4,2,3
9626,0,0,12,0
9627,0,0,12,0
9628,0,0,12,0
9629,0,0,12,0
9630,4,4,2,3
9631,4,4,2,3
9632,4,4,11,3
9634,0,0,12,0
9635,0,0,12,0
9636,4,4,2,3
9637,0,0,12,0
9638,0,0,12,0
9639,0,0,12,0
9640,0,0,12,0
9641,0,0,14,0
9642,0,0,12,0
9643,0,0,12,0
9644,0,0,12,0
9645,0,0,12,0
9646,0,0,12,0
9647,0,0,12,0
9648,4,4,2,3
9649,4,4,11,3
9650,0,0,12,0
9652,0,0,14,0
9653,4,4,11,3
9654,0,0,11,3
9655,0,0,12,0
9656,0,0,12,0
9657,0,0,14,0
9658,0,0,12,0
9659,0,0,12,0
9660,0,0,11,3
9661,0,0,12,0
9662,0,0,12,0
9663,4,4,2,3
9664,0,0,14,0
9665,4,4,2,3
9666,4,4,11,3
9667,0,0,12,0
9668,0,0,12,0
9669,0,0,12,0
9670,4,4,2,3
9671,0,0,12,0
9672,4,4,2,3
9673,4,4,2,3
9674,4,4,2,3
9675,3,3,0,0
9676,3,3,0,0
9677,3,3,0,0
9678,3,3,0,0
9679,3,3,0,0
9680,3,3,0,1
9681,3,3,0,1
9682,3,3,0,1
9683,3,3,0,1
9684,3,3,0,1
9685,3,3,0,1
9686,3,3,0,0
9687,3,3,0,1
9688,3,3,0,1
9689,1,3,0,1
9690,3,3,0,1
9691,3,3,0,1
9692,3,3,0,1
9693,2,2,5,2
9694,2,2,5,2
9695,3,3,0,1
9696,3,3,0,1
9697,1,3,0,1
9698,3,3,0,1
9699,3,3,0,1
9700,3,3,0,0
9701,3,3,0,1
9702,3,3,0,1
9703,3,3,0,1
9704,2,2,5,2
9705,3,3,0,1
9706,3,3,0,1
9707,3,3,0,1
9708,3,3,0,1
9709,3,3,0,1
9710,3,3,0,1
9711,3,3,0,1
9712,3,3,0,1
9713,3,3,0,0
9714,3,3,0,0
9715,3,3,0,0
9716,3,3,0,0
9717,3,3,0,0
9718,3,3,0,0
9719,3,3,0,1
9720,3,3,0,1
9721,1,3,0,1
9722,3,3,0,1
9723,3,3,0,1
9724,3,3,0,1
9725,3,3,0,1
9726,3,3,0,1
9727,3,3,0,1
9728,3,3,0,1
9729,3,3,0,1
9730,3,3,0,1
9731,3,3,0,1
9732,3,1,0,1
9733,2,2,5,2
9734,2,2,5,2
9735,2,2,5,2
9736,2,2,5,2
9737,2,2,5,2
9738,2,2,5,2
9739,2,2,5,2
9740,2,2,5,2
9741,2,2,5,2
9742,2,2,5,2
9743,2,2,5,2
9744,2,2,5,2
9745,3,1,0,1
9746,3,3,0,1
9747,3,3,0,1
9748,3,3,0,1
9749,3,3,0,1
9750,3,3,0,0
9751,3,3,0,1
9752,3,3,0,1
9753,3,3,0,1
9754,3,3,0,1
9755,3,3,0,1
9756,3,3,0,1
9757,3,3,0,1
9758,3,3,0,1
9759,1,3,0,1
9760,3,3,0,1
9761,3,3,0,1
9762,3,3,0,0
9763,3,3,0,0
9764,3,3,0,0
9765,3,3,0,0
9766,3,3,0,0
9767,3,3,0,0
9768,3,3,0,1
9769,3,3,0,1
9770,3,3,0,0
9771,3,3,0,0
9772,3,3,0,0
9773,2,2,5,2
9774,2,2,5,2
9775,2,2,5,2
9776,2,2,5,2
9777,2,2,5,2
9778,2,2,5,2
9779,3,1,0,1
9780,3,3,0,1
9781,3,3,0,1
9782,3,3,0,1
9783,3,3,0,1
9784,3,3,0,1
9785,1,3,0,1
9786,3,3,0,1
9787,3,3,0,1
9788,3,3,0,0
9789,3,3,0,0
9790,3,3,0,0
9791,3,3,0,1
9792,3,3,0,1
9793,3,3,0,0
9794,3,3,0,1
9795,3,3,0,1
9796,2,2,5,2
9797,3,3,0,1
9798,3,3,0,1
9799,3,3,0,1
9800,3,3,0,1
9801,3,3,0,1
9802,3,3,0,1
9803,3,3,0,1
9804,3,3,0,1
9805,3,3,0,1
9806,3,1,0,1
9807,2,2,5,2
9808,2,2,5,2
9809,2,2,5,2
9810,2,2,5,2
9811,3,3,0,1
9812,3,3,0,1
9813,3,3,0,1
9814,3,3,0,1
9815,3,3,0,0
9816,3,3,0,1
9817,3,3,0,1
9818,3,3,0,1
9819,3,3,0,1
9820,3,3,0,1
9821,3,3,0,1
9822,3,3,0,1
9823,3,3,0,0
9824,3,1,0,1
9825,2,2,5,2
9826,2,2,5,2
9827,2,2,5,2
9828,2,2,5,2
9829,3,3,0,1
9830,3,3,0,1
9831,3,3,0,1
9832,3,3,0,1
9833,3,3,0,0
9834,3,3,0,1
9835,1,3,0,1
9836,1,3,0,1
9837,1,3,0,1
9838,1,3,0,1
9839,1,3,0,1
9840,1,3,0,1
9841,1,3,0,1
9842,1,3,0,1
9843,1,3,0,1
9844,1,3,0,1
9845,1,3,0,1
9846,1,1,0,1
9847,1,1,0,1
9848,1,3,0,1
9849,1,3,0,1
9850,1,3,0,1
9851,1,3,19,0
9852,1,3,0,1
9853,1,3,0,1
9854,1,3,0,1
9855,1,3,0,1
9856,1,3,0,1
9857,1,3,0,1
9858,1,3,0,1
9859,1,3,0,1
9860,1,3,0,1
9861,1,3,0,1
9862,1,3,0,1
9863,1,3,0,1
9864,1,3,0,1
9865,1,3,0,1
9866,1,3,0,1
9867,1,3,0,1
9868,1,3,0,1
9869,1,3,0,1
9870,1,3,0,1
9871,1,3,0,1
9872,1,3,0,1
9873,1,3,0,1
9874,1,3,0,1
9875,1,3,0,1
9876,1,3,0,1
9877,1,3,0,1
9878,1,3,0,1
9879,1,3,0,1
9880,1,3,0,1
9881,1,3,0,1
9882,1,3,0,1
9883,1,3,0,1
9884,1,3,0,1
9885,1,3,0,1
9886,1,3,0,1
9887,1,3,0,1
9888,1,3,0,1
9889,1,3,0,1
9890,1,3,0,1
9891,1,3,0,1
9892,1,3,19,0
9893,1,3,0,1
9894,1,3,0,1
9895,1,3,0,1
9896,1,1,0,1
9897,1,1,0,1
9898,1,3,0,1
9899,1,3,0,1
9900,1,3,0,1
9901,1,3,0,1
9902,1,3,0,1
9903,1,1,0,1
9904,1,3,0,1
9905,1,3,0,1
9906,1,3,0,1
9907,1,3,0,1
9908,1,3,0,1
9909,1,3,0,1
9910,1,3,0,1
9911,1,3,0,1
9912,1,3,0,1
9913,1,1,0,1
9914,1,1,0,1
9915,1,3,0,1
9916,1,3,0,1
9917,1,3,0,1
9918,1,3,19,0
9919,1,3,19,0
9920,1,3,0,1
9921,1,3,0,1
9922,1,3,0,1
9923,1,1,0,1
9924,1,1,0,1
9925,1,3,0,1
9926,1,3,0,1
9927,1,3,0,1
9928,1,3,0,1
9929,1,3,0,1
9930,1,3,0,1
9931,1,3,0,1
9932,1,3,0,1
9933,1,3,0,1
9934,1,3,0,1
9935,1,1,0,1
9936,1,1,0,1
9937,1,3,0,1
9938,1,3,0,1
9939,1,3,0,1
9940,1,3,19,0
9941,1,3,0,1
9942,1,3,0,1
9943,1,3,0,1
9944,1,3,0,1
9945,1,3,0,1
9946,1,3,0,1
9947,1,3,0,1
9948,1,3,0,1
9949,1,3,0,1
9950,1,3,0,1
9951,1,3,0,1
9952,1,3,0,1
9953,1,3,0,1
9954,1,3,0,1
9955,1,3,0,1
9956,1,3,0,1
9957,1,3,0,1
9958,1,3,0,1
9959,1,3,0,1
9960,1,3,0,1
9961,1,3,0,1
9962,1,3,0,1
9963,1,3,0,1
9964,1,3,0,1
9965,1,3,0,1
9966,1,3,0,1
9967,1,3,0,1
9968,1,3,0,1
9969,1,3,0,1
9970,1,3,0,1
9971,1,3,0,1
9972,1,3,0,1
9973,1,3,0,1
9974,1,3,0,1
9975,1,3,0,1
9976,1,3,0,1
9977,1,3,0,1
9978,1,3,0,1
9979,1,3,0,1
9980,1,3,19,0
9981,1,3,0,1
9982,1,3,0,1
9983,1,3,0,1
9984,1,1,0,1
9985,1,3,0,1
9986,1,3,0,1
9987,1,3,0,1
9988,1,3,0,1
9989,1,3,0,1
9990,1,3,0,1
9991,1,3,0,1
9992,1,3,0,1
9993,1,3,0,1
9994,1,3,0,1
9995,1,3,0,1
9996,1,3,0,1
9997,1,3,0,1
9998,1,3,0,1
9999,1,3,0,1
10000,1,3,0,1
10001,1,3,0,1
10002,1,3,0,1
10003,1,3,0,1
10004,1,3,0,1
10005,1,3,0,1
10006,1,3,0,1
10007,1,3,0,1
10008,1,3,0,1
10009,1,3,0,1
10010,1,3,0,1
10011,1,3,0,1
10012,1,3,0,1
10013,1,3,0,1
10014,1,3,0,1
10015,1,3,0,1
10016,1,3,0,1
10017,1,3,0,1
10018,1,3,0,1
10019,1,3,0,1
10020,1,3,0,1
10021,1,3,0,1
10022,1,3,0,1
10023,1,3,0,1
10024,1,3,0,1
10025,1,3,0,1
10026,1,3,0,1
10027,1,3,0,1
10028,1,3,0,1
10029,1,3,0,1
10030,1,3,0,1
10031,1,3,0,1
10032,1,3,0,1
10033,1,3,0,1
10034,1,3,19,0
10035,1,3,0,1
10036,1,3,0,1
10037,1,3,0,1
10038,1,1,0,1
10039,1,1,0,1
10040,1,3,0,1
10041,1,3,0,1
10042,1,3,0,1
10043,1,3,0,1
10044,1,3,0,1
10045,1,3,0,1
10046,1,3,0,1
10047,1,3,0,1
10048,1,3,0,1
10049,1,3,0,1
10050,1,3,0,1
10051,1,3,0,1
10052,1,3,0,1
10053,1,3,0,1
10054,1,3,0,1
10055,1,3,0,1
10056,1,3,0,1
10057,1,3,0,1
10058,1,3,0,1
10059,1,3,0,1
10060,1,3,0,1
10061,1,3,0,1
10062,1,3,0,1
10063,1,3,0,1
10064,1,3,0,1
10065,1,3,0,1
10066,1,3,0,1
10067,1,3,0,1
10068,1,3,0,1
10069,1,3,0,1
10070,1,3,0,1
10071,1,3,0,1
10072,1,3,0,1
10073,3,3,0,1
10074,3,3,0,0
10075,3,3,0,0
10076,3,3,0,1
10077,3,3,0,0
10078,3,3,0,0
10079,3,3,0,0
10080,3,3,0,0
10081,3,3,0,0
10084,3,3,0,1
10085,3,1,0,1
10086,3,3,0,0
10087,3,3,0,1
10088,3,3,0,1
10090,1,1,0,1
10091,3,3,0,0
10092,3,3,0,0
10093,3,3,0,1
10094,3,3,0,1
10095,3,3,0,0
10096,1,1,0,1
10097,3,1,0,1
10098,3,3,0,1
10099,3,3,0,1
10100,3,3,0,0
10101,3,3,0,0
10102,3,3,0,0
10103,3,3,0,0
10104,3,3,0,0
10105,1,3,0,1
10106,3,3,0,1
10107,3,3,0,1
10108,3,3,0,1
10109,1,3,0,1
10110,1,3,0,1
10111,1,3,0,1
10112,1,3,0,1
10113,3,3,0,0
10114,3,3,0,0
10115,3,3,0,0
10116,3,3,0,0
10117,3,3,0,0
10118,3,3,0,1
10119,1,3,0,1
10120,1,1,0,1
10121,1,3,0,1
10122,1,3,0,1
10123,3,3,0,1
10124,3,3,0,1
10125,3,3,0,1
10126,3,3,0,1
10127,3,3,0,1
10128,1,3,0,1
10129,1,3,0,1
10130,1,3,0,1
10131,1,3,0,1
10132,1,3,0,1
10133,3,3,0,0
10134,3,3,0,0
10135,3,3,0,0
10136,3,3,0,0
10137,3,3,0,0
10138,3,3,0,0
10139,3,3,0,1
10140,3,3,0,1
10141,3,1,0,1
10142,1,1,0,1
10143,3,1,0,1
10144,3,3,0,0
10145,1,3,0,1
10146,1,3,0,1
10147,3,3,0,1
10148,3,3,0,1
10149,3,1,0,1
10150,1,1,0,1
10151,3,1,0,1
10152,3,3,0,1
10153,3,3,0,0
10154,3,3,0,0
10155,3,3,0,0
10156,3,3,0,0
10157,3,3,0,0
10158,1,3,0,1
10159,3,3,0,0
10160,3,3,0,1
10161,3,3,0,1
10162,3,1,0,1
10163,3,3,0,0
10164,3,1,0,1
10165,3,3,0,1
10166,3,3,0,1
10167,3,3,0,1
10168,3,3,0,1
10169,3,3,0,1
10170,3,3,0,0
10171,3,3,0,0
10172,3,1,0,1
10173,1,3,0,1
10174,3,3,0,1
10175,3,3,0,1
10176,3,3,0,1
10177,3,3,0,1
10178,1,3,0,1
10179,1,3,0,1
10180,1,3,0,1
10181,1,3,0,1
10182,3,3,0,1
10183,3,3,0,1
10184,3,3,0,1
10185,3,3,0,1
10186,3,3,0,1
10187,3,3,0,1
10188,3,1,0,1
10189,1,1,0,1
10190,3,1,0,1
10191,3,3,0,1
10192,3,3,0,1
10193,3,3,0,0
10194,3,3,0,0
10195,3,3,0,0
10196,3,3,0,0
10197,3,3,0,0
10198,3,3,0,0
10199,3,3,0,0
10200,1,3,0,1
10201,3,3,0,1
10202,1,3,0,1
10203,3,3,0,1
10204,1,3,0,1
10205,1,3,0,1
10206,3,3,0,1
10207,3,3,0,1
10208,3,3,0,1
10209,3,3,0,1
10210,3,3,0,1
10211,3,3,0,1
10212,3,1,0,1
10213,1,3,0,1
10214,3,3,0,1
10215,3,3,0,1
10216,3,3,0,1
10217,3,3,0,1
10218,3,3,0,1
10219,3,3,0,1
10220,3,1,0,1
10221,1,1,0,1
10222,3,1,0,1
10223,3,3,0,1
10224,3,3,0,1
10225,3,3,0,0
10226,3,3,0,0
10227,3,3,0,0
10228,3,3,0,0
10229,3,3,0,0
10230,1,1,0,1
10231,1,3,0,1
10232,1,3,0,1
10233,1,3,0,1
10234,1,3,0,1
10235,3,3,0,0
10236,3,3,0,1
10237,3,3,0,1
10238,3,1,0,1
10239,1,1,0,1
10240,3,1,0,1
10241,3,3,0,1
10242,3,3,0,1
10243,3,3,0,1
10244,3,3,0,1
10245,1,3,0,1
10246,3,3,0,1
10247,1,3,0,1
10248,1,3,0,1
10249,1,3,0,1
10250,1,3,0,1
10251,3,3,0,0
10252,3,3,0,0
10253,3,3,0,1
10254,3,3,0,0
10255,3,3,0,0
10256,3,3,0,0
10257,3,1,0,1
10258,3,3,0,1
10259,3,3,0,1
10260,3,3,0,0
10261,3,3,0,0
10262,3,3,0,0
10263,1,3,0,1
10264,3,3,0,0
10265,3,3,0,0
10266,3,3,0,0
10267,3,3,0,0
10268,3,3,0,0
10269,3,3,0,0
10270,3,3,0,0
10271,3,3,0,1
10272,3,3,0,1
10273,3,3,0,1
10274,3,3,0,1
10275,3,3,0,1
10276,3,3,0,1
10277,3,3,0,1
10278,3,3,0,1
10279,3,3,0,1
10280,3,3,0,1
10281,3,3,0,1
10282,3,3,0,0
10283,3,3,0,1
10284,3,3,0,1
10285,3,3,23,0
10286,3,3,23,0
10287,3,3,23,0
10288,3,3,23,0
10289,3,3,23,0
10290,3,3,23,0
10291,3,3,23,0
10292,3,3,23,0
10293,3,3,23,0
10294,3,3,0,1
10295,3,3,23,0
10296,3,3,0,1
10297,3,3,0,1
10298,3,3,0,1
10299,3,3,0,1
10300,3,3,0,1
10301,3,3,0,1
10302,3,3,0,1
10303,3,3,0,1
10304,3,3,0,1
10305,3,3,0,1
10306,3,3,0,1
10307,3,3,0,1
10308,3,3,0,1
10309,3,3,0,1
10310,3,3,0,1
10311,3,3,0,1
10312,3,3,0,1
10313,3,3,0,1
10314,3,3,0,1
10315,3,3,23,0
10316,3,3,23,0
10317,3,3,23,0
10318,3,3,23,0
10319,3,3,0,0
10320,3,3,0,1
10321,3,3,0,1
10322,3,3,0,1
10323,3,3,0,1
10324,3,3,0,1
