,Anomaly_IsoForest,AnomalyScore_IsoForest,Anomaly_LOF,AnomalyScore_LOF,Anomaly_OCSVM,AnomalyScore_OCSVM
391,1,0.12498097587566159,1,0.4347008628579454,1,8.805230667333943
392,1,0.1281818605533191,1,0.44030167181478097,1,9.159136961287906
393,1,0.12246987151738936,1,0.4181037576159994,1,9.00654928052512
394,1,0.11547037420958622,1,0.35626825535138495,1,8.400081573987372
395,1,0.13029037819524386,1,0.420232156285957,1,8.100218172666418
396,1,0.09526041456731416,-1,-0.11020857495121161,1,5.816002555580667
397,1,0.11498334451056536,1,0.4004944192645179,1,8.574379670154322
398,1,0.10427350916490946,1,0.3973551523599177,1,7.966130530737154
399,1,0.12752505375152812,1,0.43603182532168383,1,9.139941116071489
401,1,0.05795717515904014,1,0.09726181961695834,1,5.76720047383934
