DBSCAN,RUL_class,count
1094,Critical,1
1094,Low,1
1095,Healthy,8
1095,Medium,2
1096,Healthy,8
1096,Medium,1
1096,Low,1
1097,Healthy,58
1097,Medium,2
1098,Healthy,6
1099,Healthy,6
1100,Healthy,26
1100,Medium,8
1100,Low,4
1101,Healthy,4
1101,Medium,2
1102,Healthy,4
1102,Medium,2
1103,Healthy,24
1103,Medium,8
1104,Healthy,4
1104,Medium,2
1105,Healthy,6
1106,Healthy,6
1107,Healthy,4
1107,Medium,2
1108,Healthy,4
1108,Medium,2
1109,Healthy,4
1109,Medium,2
1110,Healthy,4
1110,Low,2
1111,Healthy,16
1111,Low,8
1112,Healthy,4
1112,Low,2
1113,Healthy,4
1113,Low,2
1114,Healthy,4
1114,Low,2
1115,Healthy,8
1116,Healthy,8
1117,Healthy,8
1118,Healthy,8
1119,Healthy,8
1120,Healthy,8
1121,Healthy,8
1122,Healthy,16
1123,Healthy,8
1124,Healthy,8
1125,Healthy,8
1126,Healthy,8
1127,Healthy,16
1128,Healthy,8
1129,Healthy,24
1130,Healthy,8
1131,Healthy,8
1132,Healthy,8
1133,Healthy,8
1134,Healthy,8
1135,Healthy,5
1135,Critical,3
1136,Healthy,8
1137,Healthy,5
1137,Critical,3
1138,Healthy,8
1139,Healthy,5
1139,Critical,3
1140,Healthy,5
1140,Critical,3
1141,Healthy,5
1141,Critical,3
1142,Healthy,5
1142,Critical,3
1143,Healthy,5
1143,Low,3
1144,Healthy,56
1145,Healthy,7
1146,Healthy,7
1147,Healthy,7
1148,Healthy,6
1148,Critical,1
1149,Healthy,6
1149,Critical,1
1150,Healthy,7
1151,Healthy,7
1152,Healthy,42
1153,Healthy,7
1154,Healthy,7
1155,Healthy,7
1156,Healthy,7
1157,Healthy,7
1158,Healthy,7
1159,Healthy,7
1160,Healthy,14
1161,Healthy,7
1162,Healthy,7
1163,Healthy,7
1164,Healthy,7
1165,Healthy,7
1166,Healthy,6
1166,Critical,1
1167,Healthy,6
1167,Critical,1
1168,Healthy,6
1168,Critical,1
1169,Healthy,7
1170,Healthy,12
1170,Critical,2
1171,Healthy,6
1171,Critical,1
1172,Healthy,12
1172,Low,2
1173,Healthy,7
1174,Healthy,6
1174,Low,1
1175,Healthy,7
1176,Healthy,7
1177,Healthy,6
1177,Low,1
1178,Healthy,5
1178,Low,1
1178,Medium,1
1179,Healthy,6
1179,Critical,1
1180,Healthy,6
1180,Critical,1
1181,Healthy,6
1181,Critical,1
1182,Healthy,5
1182,Low,2
1183,Healthy,5
1183,Low,2
1184,Healthy,5
1184,Low,2
1185,Healthy,5
1185,Low,2
1186,Healthy,5
1186,Medium,1
1186,Low,1
1187,Healthy,5
1187,Medium,1
1187,Low,1
1188,Healthy,5
1188,Medium,2
1189,Healthy,5
1189,Medium,2
1190,Healthy,5
1190,Medium,2
1191,Healthy,6
1191,Medium,1
1192,Healthy,15
1192,Medium,6
1193,Healthy,5
1193,Medium,2
1194,Healthy,5
1194,Medium,2
1195,Healthy,5
1195,Medium,2
1196,Healthy,24
1196,Medium,6
1196,Low,2
1197,Healthy,7
1198,Healthy,7
1199,Healthy,10
1199,Critical,2
1200,Healthy,6
1201,Healthy,6
1202,Healthy,6
1203,Healthy,12
1204,Healthy,24
1205,Healthy,6
1206,Healthy,6
1207,Healthy,20
1207,Medium,4
1208,Healthy,15
1208,Medium,3
1209,Healthy,6
1210,Healthy,5
1210,Medium,1
1211,Healthy,5
1211,Medium,1
1212,Healthy,5
1212,Medium,1
1213,Healthy,5
1213,Medium,1
1214,Healthy,10
1214,Medium,2
1215,Healthy,12
1216,Healthy,6
1217,Healthy,4
1217,Medium,1
1217,Critical,1
1218,Healthy,6
1219,Healthy,15
1219,Critical,2
1219,Low,1
1220,Healthy,15
1220,Critical,2
1220,Low,1
1221,Healthy,7
1221,Critical,2
1222,Healthy,7
1222,Critical,2
1223,Healthy,7
1223,Critical,2
1224,Healthy,7
1224,Critical,2
1225,Healthy,7
1225,Critical,2
1226,Healthy,7
1226,Critical,1
1226,Low,1
1227,Healthy,23
1227,Low,3
1227,Medium,1
1228,Healthy,7
1228,Low,1
1228,Medium,1
1229,Healthy,7
1229,Medium,1
1229,Low,1
1230,Healthy,8
1230,Low,1
1231,Healthy,8
1231,Low,1
1232,Healthy,8
1232,Medium,1
1233,Healthy,7
1233,Critical,1
1233,Medium,1
1234,Healthy,7
1234,Medium,1
1234,Critical,1
1235,Healthy,7
1235,Medium,1
1235,Critical,1
1236,Healthy,8
1236,Critical,1
1237,Healthy,9
1238,Healthy,7
1238,Medium,1
1238,Critical,1
1239,Healthy,7
1239,Critical,1
1239,Medium,1
1240,Healthy,7
1240,Critical,1
1240,Medium,1
1241,Healthy,7
1241,Critical,1
1241,Medium,1
1242,Healthy,7
1242,Medium,1
1242,Critical,1
1243,Healthy,7
1243,Critical,1
1243,Medium,1
1244,Healthy,6
1245,Healthy,6
1246,Healthy,48
1247,Healthy,6
1248,Healthy,6
1249,Healthy,12
1250,Healthy,6
1251,Healthy,6
1252,Healthy,6
1253,Healthy,30
1254,Healthy,6
1255,Healthy,6
1256,Healthy,6
1257,Healthy,6
1258,Healthy,6
1259,Healthy,6
1260,Healthy,6
1261,Healthy,6
1262,Healthy,6
1263,Healthy,6
1264,Healthy,7
1265,Healthy,7
1266,Healthy,7
1267,Healthy,7
1268,Healthy,7
1269,Healthy,14
1270,Healthy,7
1271,Healthy,7
1272,Healthy,7
1273,Healthy,7
1274,Healthy,7
1275,Healthy,7
1276,Healthy,7
1277,Healthy,7
1278,Healthy,7
1279,Healthy,7
1280,Healthy,7
1281,Healthy,7
1282,Healthy,21
1283,Healthy,7
1284,Healthy,7
1285,Healthy,7
1286,Healthy,7
1287,Healthy,7
1288,Healthy,7
1289,Healthy,21
1290,Healthy,5
1290,Critical,1
1291,Healthy,5
1291,Critical,1
1292,Healthy,4
1292,Critical,2
1293,Healthy,20
1293,Low,6
1293,Critical,4
1294,Healthy,4
1294,Critical,2
1295,Healthy,24
1295,Low,7
1295,Medium,5
1296,Healthy,8
1296,Low,4
1297,Healthy,4
1297,Critical,2
1298,Healthy,14
1298,Medium,4
1299,Healthy,5
1299,Medium,1
1300,Healthy,4
1300,Medium,2
1301,Healthy,8
1301,Medium,4
1302,Healthy,4
1302,Medium,2
1303,Healthy,4
1303,Medium,2
1304,Healthy,6
1305,Healthy,4
1305,Medium,2
1306,Healthy,4
1306,Medium,2
1307,Healthy,4
1307,Medium,2
1308,Healthy,4
1308,Medium,2
1309,Healthy,4
1309,Medium,2
1310,Healthy,4
1310,Low,2
1311,Healthy,7
1312,Healthy,11
1312,Medium,3
1313,Healthy,5
1313,Medium,2
1314,Healthy,6
1314,Medium,1
1315,Healthy,6
1315,Medium,1
1316,Healthy,6
1316,Medium,1
1317,Healthy,30
1317,Medium,5
1318,Healthy,7
1319,Healthy,7
1320,Healthy,5
1320,Medium,2
1321,Healthy,25
1321,Medium,7
1321,Low,3
1322,Healthy,25
1322,Low,6
1322,Critical,3
1322,Medium,1
1323,Healthy,5
1323,Low,1
1323,Critical,1
1324,Healthy,5
1324,Critical,1
1324,Low,1
1325,Healthy,5
1325,Critical,1
1325,Low,1
1326,Healthy,10
1326,Medium,2
1326,Low,2
1327,Healthy,5
1327,Medium,1
1327,Low,1
1328,Healthy,10
1328,Low,2
1328,Medium,2
1329,Healthy,28
1330,Healthy,6
1331,Healthy,6
1332,Healthy,6
1333,Healthy,12
1334,Healthy,6
1335,Healthy,6
1336,Healthy,6
1337,Healthy,12
1338,Healthy,6
1339,Healthy,6
1340,Healthy,6
1341,Healthy,6
1342,Healthy,30
1343,Healthy,6
1344,Healthy,6
1345,Healthy,5
1346,Healthy,20
1347,Healthy,5
1348,Healthy,5
1349,Healthy,5
1350,Healthy,5
1351,Healthy,20
1352,Healthy,10
1353,Healthy,5
1354,Healthy,5
1355,Healthy,5
1356,Healthy,5
1357,Healthy,5
1358,Healthy,10
1359,Healthy,5
1360,Healthy,5
1361,Healthy,5
1362,Healthy,5
1363,Healthy,5
1364,Healthy,5
1365,Healthy,10
1366,Healthy,5
1367,Healthy,5
1367,Critical,1
1368,Healthy,6
1369,Healthy,5
1369,Critical,1
1370,Healthy,5
1370,Critical,1
1371,Healthy,4
1371,Low,1
1371,Critical,1
1372,Healthy,5
1372,Critical,1
1373,Healthy,10
1373,Low,1
1373,Critical,1
1374,Healthy,5
1374,Medium,1
1375,Healthy,6
1376,Healthy,6
1377,Healthy,5
1377,Medium,1
1378,Healthy,5
1378,Medium,1
1379,Healthy,5
1379,Medium,1
1380,Healthy,5
1380,Medium,1
1381,Healthy,5
1381,Medium,1
1382,Healthy,10
1382,Medium,2
1383,Healthy,5
1383,Medium,1
1384,Healthy,5
1384,Medium,1
1385,Healthy,5
1385,Medium,1
1386,Healthy,5
1386,Medium,1
1387,Healthy,5
1387,Medium,1
1388,Healthy,10
1388,Low,1
1388,Medium,1
1389,Healthy,20
1389,Low,4
1390,Healthy,10
1390,Low,2
1391,Healthy,5
1391,Low,1
1392,Healthy,5
1392,Medium,1
1393,Healthy,8
1394,Healthy,8
1395,Healthy,48
1396,Healthy,5
1396,Critical,1
1397,Healthy,5
1397,Critical,1
1398,Healthy,5
1398,Critical,1
1399,Healthy,10
1399,Critical,2
1400,Healthy,5
1400,Critical,1
1401,Healthy,6
1402,Healthy,5
1402,Medium,1
1403,Healthy,5
1403,Medium,1
1404,Healthy,5
1404,Medium,1
1405,Healthy,3
1405,Critical,2
1405,Medium,1
1406,Healthy,8
1406,Critical,2
1406,Medium,2
1407,Healthy,5
1407,Medium,1
1408,Healthy,5
1408,Medium,1
1409,Healthy,5
1409,Medium,1
1410,Healthy,5
1410,Medium,1
1411,Healthy,5
1411,Medium,1
1412,Healthy,13
1412,Critical,2
1412,Medium,2
1412,Low,1
1413,Healthy,5
1413,Low,1
1414,Healthy,15
1414,Low,3
1415,Healthy,8
1415,Critical,2
1415,Medium,2
1416,Healthy,30
1416,Low,9
1416,Critical,5
1417,Healthy,3
1417,Critical,2
1417,Low,1
1418,Healthy,5
1418,Low,1
1419,Healthy,4
1419,Critical,4
1420,Healthy,24
1420,Critical,4
1421,Healthy,10
1421,Low,10
1422,Healthy,6
1422,Medium,6
1423,Healthy,6
1423,Medium,1
1423,Low,1
1424,Healthy,6
1424,Medium,2
1425,Healthy,28
1425,Critical,12
1426,Healthy,15
1426,Medium,5
1427,Healthy,15
1427,Medium,5
1428,Healthy,12
1428,Critical,3
1428,Low,1
1429,Healthy,40
1430,Healthy,15
1431,Healthy,5
1432,Healthy,53
1433,Healthy,10
1434,Healthy,5
1435,Healthy,5
1436,Healthy,20
1437,Healthy,5
1438,Healthy,5
1439,Healthy,5
1440,Healthy,5
1441,Healthy,5
1442,Healthy,5
1443,Healthy,5
1444,Healthy,5
1445,Healthy,6
1445,Critical,3
1446,Healthy,13
1446,Critical,5
1447,Healthy,5
1447,Critical,2
1448,Healthy,6
1449,Healthy,12
1449,Critical,4
1450,Healthy,12
1450,Critical,4
1451,Healthy,10
1452,Healthy,5
1453,Healthy,5
1454,Healthy,5
1455,Healthy,4
1455,Critical,1
1456,Healthy,5
1457,Healthy,20
1457,Critical,5
1458,Healthy,4
1458,Critical,1
1459,Healthy,4
1459,Critical,1
1460,Healthy,4
1460,Critical,1
1461,Healthy,4
1461,Critical,1
1462,Healthy,5
1463,Healthy,10
1464,Healthy,4
1464,Critical,1
1465,Healthy,3
1465,Medium,1
1465,Critical,1
1466,Healthy,20
1467,Healthy,5
1468,Healthy,10
1469,Healthy,25
1469,Medium,6
1469,Critical,4
1470,Healthy,3
1470,Medium,1
1470,Critical,1
1471,Healthy,30
1472,Healthy,3
1472,Medium,1
1472,Critical,1
1473,Healthy,2
1473,Low,2
1473,Critical,1
1474,Healthy,2
1474,Low,2
1474,Critical,1
1475,Healthy,2
1475,Critical,1
1475,Low,1
1475,Medium,1
1476,Healthy,3
1476,Medium,1
1476,Critical,1
1477,Healthy,3
1477,Medium,2
1478,Healthy,5
1479,Healthy,5
1480,Healthy,5
1481,Healthy,10
1482,Healthy,5
1483,Healthy,5
1484,Healthy,5
1485,Healthy,10
1486,Healthy,5
1487,Healthy,5
1488,Healthy,2
1488,Low,2
1488,Critical,1
1489,Healthy,5
1490,Healthy,5
1491,Healthy,5
1492,Healthy,10
1493,Healthy,5
1494,Healthy,2
1494,Low,2
1494,Critical,1
1495,Low,2
1495,Healthy,2
1495,Critical,1
1496,Healthy,8
1496,Critical,8
1496,Low,4
1497,Low,2
1497,Healthy,2
1497,Critical,1
1498,Healthy,5
1499,Critical,3
1499,Healthy,2
1500,Critical,3
1500,Healthy,2
1501,Critical,3
1501,Healthy,2
