PCA_x,PCA_y,tSNE_x,tSNE_y,UMAP_x,UMAP_y
0.15811817919017382,-2.305200613003629,43.67708,-39.886642,7.3211994,-5.100319
-0.34805907349045795,-2.594919108478754,-9.596193,-54.357063,3.4995828,-0.44886923
0.48259713062147713,-1.413434854126076,46.396782,-46.1904,7.159844,-5.2063613
-2.31121412979536,2.72474955229411,-100.848976,11.470856,1.0265534,16.742764
-2.69420746341175,2.4901892120870155,-97.81945,12.678302,5.635525,-2.3104172
-2.215867124117143,2.6741288872758737,-100.70991,10.360107,1.0240016,16.742105
-3.428026749751906,4.019975824035259,-97.803535,13.953434,5.6436963,-2.308053
-3.6654006844988656,1.6986804682239902,-94.41131,18.15958,-4.5877266,-10.017706
-2.9154498432574303,3.660998943336851,-102.78745,12.129511,1.0651969,16.791544
-2.192826827462996,2.580849718111642,-101.65549,9.753373,1.0282981,16.746878
-2.4113319478619295,2.6823328463711658,-102.91203,9.37044,1.0202082,16.747635
-2.6427409836850897,-1.9596063208347396,14.4578285,31.58539,8.916245,-5.1188774
-2.630767668737324,-1.9507982503649532,14.457606,31.585491,8.914256,-5.1231813
-2.411855755960825,2.6878579188043465,-102.89625,9.323035,1.0264552,16.754744
0.49457050141098396,-1.4046271481593169,46.410526,-46.180172,7.1694517,-5.198479
-2.2272161480808363,2.666754346508055,-100.74027,10.382825,1.0259125,16.736254
-3.439375773715599,4.0126012832674425,-97.8067,13.953092,5.644136,-2.3086975
-2.335494944646777,2.7097247343096376,-100.88633,11.472637,1.0251346,16.733356
-2.718488278263167,2.475164394102543,-97.82755,12.67286,5.6481767,-2.308626
-2.24014793896856,2.659104069291401,-100.761,10.3999,1.0276599,16.735968
-3.4523076204450645,4.004951370553815,-97.807365,13.95581,5.6437893,-2.3091373
-3.689681611033765,1.6836563792455728,-94.41064,18.156944,-4.5880017,-10.017485
-2.93973076979233,3.6459748543584336,-102.7885,12.131251,1.064346,16.790768
-2.217107809839637,2.5658259936362517,-101.71793,9.865523,1.0474998,16.746756
-2.435613004694226,2.6673096078998118,-102.94624,9.459429,1.0209345,16.74096
-2.5356108920538105,3.4275950206111347,-104.559616,11.088432,1.0527915,16.781137
-2.415437689593218,2.0388724495558552,-103.95764,7.5708065,1.0234929,16.744436
-3.0475707041004303,3.108834905125803,-105.07173,9.911249,1.0535194,16.778778
-0.6631038369831626,-1.1379339613043526,-14.576938,-50.706036,3.3586397,-0.644603
